9/25/1980 14:01,182.478
9/25/1980 14:02,176.231
9/25/1980 14:03,183.917
9/25/1980 14:04,177.798
9/25/1980 14:05,165.469
9/25/1980 14:06,181.878
9/25/1980 14:07,184.502
9/25/1980 14:08,183.303
9/25/1980 14:09,177.578
9/25/1980 14:10,171.641
9/25/1980 14:11,191.014
9/25/1980 14:12,184.068
9/25/1980 14:13,188.457
9/25/1980 14:14,175.739
9/25/1980 14:15,175.524
9/25/1980 14:16,189.128
9/25/1980 14:17,176.885
9/25/1980 14:18,167.14
9/25/1980 14:19,173.723
9/25/1980 14:20,168.46
9/25/1980 14:21,177.623
9/25/1980 14:22,183.888
9/25/1980 14:23,167.487
9/25/1980 14:24,165.572
9/25/1980 14:25,170.48
9/25/1980 14:26,172.474
9/25/1980 14:27,166.448
9/25/1980 14:28,163.098
9/25/1980 14:29,163.544
9/25/1980 14:30,163.816
9/25/1980 14:31,186.38
9/25/1980 14:32,178.898
9/25/1980 14:33,166.19
9/25/1980 14:34,165.544
9/25/1980 14:35,166.867
9/25/1980 14:36,178.212
9/25/1980 14:37,169.749
9/25/1980 14:38,169.483
9/25/1980 14:39,165.488
9/25/1980 14:40,159.746
9/25/1980 14:41,172.564
9/25/1980 14:42,166.777
9/25/1980 14:43,168.385
9/25/1980 14:44,165.223
9/25/1980 14:45,157.756
9/25/1980 14:46,175.925
9/25/1980 14:47,166.959
9/25/1980 14:48,164.471
9/25/1980 14:49,162.761
9/25/1980 14:50,163.818
9/25/1980 14:51,169.341
9/25/1980 14:52,165.941
9/25/1980 14:53,164.946
9/25/1980 14:54,156.219
9/25/1980 14:55,159.29
9/25/1980 14:56,161.539
9/25/1980 14:57,157.605
9/25/1980 14:58,151.828
9/25/1980 14:59,154.479
9/25/1980 15:00,151.459
9/25/1980 15:01,180.53
9/25/1980 15:02,171.3
9/25/1980 15:03,171.844
9/25/1980 15:04,163.034
9/25/1980 15:05,153.117
9/25/1980 15:06,157.77
9/25/1980 15:07,165.823
9/25/1980 15:08,163.57
9/25/1980 15:09,159.084
9/25/1980 15:10,162.019
9/25/1980 15:11,167.267
9/25/1980 15:12,167.108
9/25/1980 15:13,166.51
9/25/1980 15:14,158.249
9/25/1980 15:15,158.625
9/25/1980 15:16,168.985
9/25/1980 15:17,156.887
9/25/1980 15:18,155.343
9/25/1980 15:19,151.819
9/25/1980 15:20,160.722
9/25/1980 15:21,168.085
9/25/1980 15:22,163.103
9/25/1980 15:23,158.216
9/25/1980 15:24,157.37
9/25/1980 15:25,152.185
9/25/1980 15:26,159.28
9/25/1980 15:27,154.135
9/25/1980 15:28,148.597
9/25/1980 15:29,148.528
9/25/1980 15:30,144.448
9/25/1980 15:31,168.824
9/25/1980 15:32,161.965
9/25/1980 15:33,148.596
9/25/1980 15:34,148.214
9/25/1980 15:35,148.805
9/25/1980 15:36,156.696
9/25/1980 15:37,154.009
9/25/1980 15:38,147.022
9/25/1980 15:39,140.947
9/25/1980 15:40,146.761
9/25/1980 15:41,154.866
9/25/1980 15:42,152.099
9/25/1980 15:43,149.217
9/25/1980 15:44,149.261
9/25/1980 15:45,143.929
9/25/1980 15:46,152.212
9/25/1980 15:47,160.4
9/25/1980 15:48,159.471
9/25/1980 15:49,155.319
9/25/1980 15:50,152.193
9/25/1980 15:51,156.45
9/25/1980 15:52,156.507
9/25/1980 15:53,144.858
9/25/1980 15:54,144.852
9/25/1980 15:55,144.988
9/25/1980 15:56,147.222
9/25/1980 15:57,143.011
9/25/1980 15:58,134.409
9/25/1980 15:59,134.392
9/25/1980 16:00,134.646
9/25/1980 16:01,157.175
9/25/1980 16:02,150.374
9/25/1980 16:03,151.579
9/25/1980 16:04,133.844
9/25/1980 16:05,21.351
9/25/1980 16:06,120.827
9/25/1980 16:07,144.293
9/25/1980 16:08,137.726
9/25/1980 16:09,131.608
9/25/1980 16:10,135.32
9/25/1980 16:11,142.626
9/25/1980 16:12,138.043
9/25/1980 16:13,143.144
9/25/1980 16:14,137.443
9/25/1980 16:15,125.936
9/25/1980 16:16,146.905
9/25/1980 16:17,130.365
9/25/1980 16:18,127.836
9/25/1980 16:19,129.805
9/25/1980 16:20,128.26
9/25/1980 16:21,137.431
9/25/1980 16:22,136.627
9/25/1980 16:23,132.495
9/25/1980 16:24,127.664
9/25/1980 16:25,127.829
9/25/1980 16:26,127.672
9/25/1980 16:27,127.524
9/25/1980 16:28,122.496
9/25/1980 16:29,122.858
9/25/1980 16:30,121.402
9/25/1980 16:31,142
9/25/1980 16:32,131.1
9/25/1980 16:33,123.333
9/25/1980 16:34,123.423
9/25/1980 16:35,121.757
9/25/1980 16:36,125.587
9/25/1980 16:37,117.429
9/25/1980 16:38,117.851
9/25/1980 16:39,113.609
9/25/1980 16:40,114.699
9/25/1980 16:41,118.897
9/25/1980 16:42,110.782
9/25/1980 16:43,116.2
9/25/1980 16:44,116.546
9/25/1980 16:45,114.914
9/25/1980 16:46,120.002
9/25/1980 16:47,114.761
9/25/1980 16:48,112.547
